"","Date","Team","Lo","Avg","Hi","PrWL","TrWL","TeamPts","OppPts","Opp","WL","WinLoss"
"1798","2019-03-06","Bulls",0.338,0.422,0.511,"0",1,108,107,"76ers",0.75,"Loss"
"1799","2019-03-06","Cavaliers",0.235,0.277,0.324,"0",0,107,113,"Nets",0.75,"Win"
"1800","2019-03-06","Celtics",0.443,0.496,0.55,"0",1,111,109,"Kings",0.75,"Loss"
"1801","2019-03-06","Hawks",0.32,0.414,0.514,"0",0,104,111,"Spurs",0.75,"Win"
"1802","2019-03-06","Heat",0.295,0.361,0.434,"0",1,91,84,"Hornets",0.75,"Loss"
"1803","2019-03-06","Hornets",0.555,0.623,0.687,"1",0,84,91,"Heat",0.75,"Loss"
"1804","2019-03-06","Jazz",0.58,0.679,0.765,"1",1,114,104,"Pelicans",0.75,"Win"
"1805","2019-03-06","Kings",0.431,0.488,0.545,"0",0,109,111,"Celtics",0.75,"Win"
"1806","2019-03-06","Knicks",0.177,0.25,0.341,"0",0,96,107,"Suns",0.75,"Win"
"1807","2019-03-06","Lakers",0.378,0.437,0.497,"0",0,99,115,"Nuggets",0.75,"Win"
"1808","2019-03-06","Mavericks",0.262,0.315,0.374,"0",0,123,132,"Wizards",0.75,"Win"
"1809","2019-03-06","Nets",0.662,0.709,0.752,"1",1,113,107,"Cavaliers",0.75,"Win"
"1810","2019-03-06","Nuggets",0.485,0.548,0.61,"1",1,115,99,"Lakers",0.75,"Win"
"1811","2019-03-06","Pelicans",0.213,0.3,0.404,"0",0,104,114,"Jazz",0.75,"Win"
"1812","2019-03-06","Pistons",0.671,0.725,0.772,"1",1,131,114,"Timberwolves",0.75,"Win"
"1813","2019-03-06","Spurs",0.472,0.563,0.65,"1",1,111,104,"Hawks",0.75,"Win"
"1814","2019-03-06","Suns",0.639,0.729,0.803,"1",1,107,96,"Knicks",0.75,"Win"
"1815","2019-03-06","Timberwolves",0.214,0.262,0.317,"0",0,114,131,"Pistons",0.75,"Win"
"1816","2019-03-06","Wizards",0.611,0.672,0.729,"1",1,132,123,"Mavericks",0.75,"Win"
"1785","2019-03-05","76ers",0.647,0.696,0.741,"1",1,114,106,"Magic",0.33,"Win"
"1786","2019-03-05","Blazers",0.541,0.602,0.66,"1",0,111,120,"Grizzlies",0.33,"Loss"
"1787","2019-03-05","Bulls",0.288,0.341,0.397,"0",0,96,105,"Pacers",0.33,"Win"
"1788","2019-03-05","Celtics",0.292,0.332,0.376,"0",1,128,95,"Warriors",0.33,"Loss"
"1789","2019-03-05","Grizzlies",0.326,0.381,0.439,"0",1,120,111,"Blazers",0.33,"Loss"
"1790","2019-03-05","Magic",0.255,0.3,0.349,"0",0,106,114,"76ers",0.33,"Win"
"1791","2019-03-05","Pacers",0.598,0.654,0.705,"1",1,105,96,"Bulls",0.33,"Win"
"1792","2019-03-05","Raptors",0.557,0.625,0.688,"1",0,95,107,"Rockets",0.33,"Loss"
"1793","2019-03-05","Rockets",0.305,0.37,0.439,"0",1,107,95,"Raptors",0.33,"Loss"
"1794","2019-03-05","Thunder",0.496,0.564,0.629,"1",0,120,131,"Timberwolves",0.33,"Loss"
"1795","2019-03-05","Timberwolves",0.343,0.411,0.484,"0",1,131,120,"Thunder",0.33,"Loss"
"1796","2019-03-05","Warriors",0.617,0.658,0.698,"1",0,95,128,"Celtics",0.33,"Loss"
"1771","2019-03-04","Bucks",0.559,0.632,0.699,"1",0,105,114,"Suns",0.57,"Loss"
"1772","2019-03-04","Clippers",0.319,0.375,0.434,"0",1,113,105,"Lakers",0.57,"Loss"
"1773","2019-03-04","Hawks",0.351,0.423,0.499,"0",0,113,114,"Heat",0.57,"Win"
"1774","2019-03-04","Heat",0.491,0.561,0.629,"1",1,114,113,"Hawks",0.57,"Win"
"1775","2019-03-04","Jazz",0.608,0.658,0.706,"1",0,112,115,"Pelicans",0.57,"Loss"
"1776","2019-03-04","Kings",0.639,0.686,0.728,"1",1,115,108,"Knicks",0.57,"Win"
"1777","2019-03-04","Knicks",0.261,0.303,0.349,"0",0,108,115,"Kings",0.57,"Win"
"1778","2019-03-04","Lakers",0.56,0.618,0.673,"1",0,105,113,"Clippers",0.57,"Loss"
"1779","2019-03-04","Mavericks",0.29,0.335,0.383,"0",0,88,127,"Nets",0.57,"Win"
"1780","2019-03-04","Nets",0.61,0.657,0.701,"1",1,127,88,"Mavericks",0.57,"Win"
"1781","2019-03-04","Nuggets",0.258,0.327,0.405,"0",0,103,104,"Spurs",0.57,"Win"
"1782","2019-03-04","Pelicans",0.281,0.329,0.381,"0",1,115,112,"Jazz",0.57,"Loss"
"1783","2019-03-04","Spurs",0.592,0.67,0.74,"1",1,104,103,"Nuggets",0.57,"Win"
"1784","2019-03-04","Suns",0.279,0.349,0.426,"0",1,114,105,"Bucks",0.57,"Loss"
"1755","2019-03-03","Blazers",0.538,0.592,0.644,"1",1,118,108,"Hornets",0.44,"Win"
"1756","2019-03-03","Bulls",0.529,0.612,0.689,"1",0,118,123,"Hawks",0.44,"Loss"
"1757","2019-03-03","Cavaliers",0.319,0.379,0.444,"0",1,107,93,"Magic",0.44,"Loss"
"1758","2019-03-03","Celtics",0.541,0.619,0.691,"1",0,104,115,"Rockets",0.44,"Loss"
"1759","2019-03-03","Clippers",0.677,0.723,0.765,"1",1,128,107,"Knicks",0.44,"Win"
"1760","2019-03-03","Grizzlies",0.255,0.3,0.349,"0",0,95,99,"Thunder",0.44,"Win"
"1761","2019-03-03","Hawks",0.279,0.362,0.454,"0",1,123,118,"Bulls",0.44,"Loss"
"1762","2019-03-03","Hornets",0.351,0.403,0.458,"0",0,108,118,"Blazers",0.44,"Win"
"1763","2019-03-03","Knicks",0.224,0.267,0.315,"0",0,107,128,"Clippers",0.44,"Win"
"1764","2019-03-03","Magic",0.557,0.624,0.687,"1",0,93,107,"Cavaliers",0.44,"Loss"
"1765","2019-03-03","Pistons",0.391,0.453,0.516,"0",1,112,107,"Raptors",0.44,"Loss"
"1766","2019-03-03","Raptors",0.481,0.544,0.606,"1",0,107,112,"Pistons",0.44,"Loss"
"1767","2019-03-03","Rockets",0.315,0.39,0.47,"0",1,115,104,"Celtics",0.44,"Loss"
"1768","2019-03-03","Thunder",0.644,0.692,0.737,"1",1,99,95,"Grizzlies",0.44,"Win"
"1769","2019-03-03","Timberwolves",0.459,0.559,0.655,"1",0,121,135,"Wizards",0.44,"Loss"
"1770","2019-03-03","Wizards",0.528,0.618,0.701,"1",1,135,121,"Timberwolves",0.44,"Win"
"1737","2019-03-02","76ers",0.431,0.501,0.571,"1",0,117,120,"Warriors",0.44,"Loss"
"1738","2019-03-02","Bucks",0.345,0.413,0.485,"0",0,111,115,"Jazz",0.44,"Win"
"1739","2019-03-02","Cavaliers",0.321,0.405,0.495,"0",0,93,129,"Pistons",0.44,"Win"
"1740","2019-03-02","Grizzlies",0.174,0.22,0.275,"0",1,111,81,"Mavericks",0.44,"Loss"
"1741","2019-03-02","Heat",0.533,0.613,0.687,"1",1,117,88,"Nets",0.44,"Win"
"1742","2019-03-02","Jazz",0.506,0.573,0.637,"1",1,115,111,"Bucks",0.44,"Win"
"1743","2019-03-02","Lakers",0.564,0.647,0.722,"1",0,109,118,"Suns",0.44,"Loss"
"1744","2019-03-02","Magic",0.228,0.308,0.402,"0",1,117,112,"Pacers",0.44,"Loss"
"1745","2019-03-02","Mavericks",0.7,0.763,0.816,"1",0,81,111,"Grizzlies",0.44,"Loss"
"1746","2019-03-02","Nets",0.281,0.362,0.452,"0",0,88,117,"Heat",0.44,"Win"
"1747","2019-03-02","Nuggets",0.566,0.62,0.672,"1",0,112,120,"Pelicans",0.44,"Loss"
"1748","2019-03-02","Pacers",0.587,0.683,0.766,"1",0,112,117,"Magic",0.44,"Loss"
"1749","2019-03-02","Pelicans",0.306,0.361,0.419,"0",1,120,112,"Nuggets",0.44,"Loss"
"1750","2019-03-02","Pistons",0.484,0.575,0.662,"1",1,129,93,"Cavaliers",0.44,"Win"
"1751","2019-03-02","Spurs",0.456,0.574,0.684,"1",1,116,102,"Thunder",0.44,"Win"
"1752","2019-03-02","Suns",0.275,0.342,0.415,"0",1,118,109,"Lakers",0.44,"Loss"
"1753","2019-03-02","Thunder",0.282,0.398,0.527,"0",0,102,116,"Spurs",0.44,"Win"
"1754","2019-03-02","Warriors",0.414,0.489,0.563,"0",1,120,117,"76ers",0.44,"Loss"
"1723","2019-03-01","Blazers",0.198,0.251,0.311,"0",0,117,119,"Raptors",0.64,"Win"
"1724","2019-03-01","Bucks",0.433,0.505,0.577,"1",1,131,120,"Lakers",0.64,"Win"
"1725","2019-03-01","Bulls",0.431,0.501,0.572,"1",1,168,161,"Hawks",0.64,"Win"
"1726","2019-03-01","Celtics",0.635,0.706,0.768,"1",1,107,96,"Wizards",0.64,"Win"
"1727","2019-03-01","Clippers",0.208,0.249,0.294,"0",1,116,109,"Kings",0.64,"Loss"
"1728","2019-03-01","Hawks",0.585,0.636,0.685,"1",0,161,168,"Bulls",0.64,"Loss"
"1729","2019-03-01","Hornets",0.219,0.274,0.337,"0",1,123,112,"Nets",0.64,"Loss"
"1730","2019-03-01","Kings",0.694,0.741,0.784,"1",0,109,116,"Clippers",0.64,"Loss"
"1731","2019-03-01","Lakers",0.424,0.497,0.57,"0",0,120,131,"Bucks",0.64,"Win"
"1732","2019-03-01","Nets",0.651,0.716,0.773,"1",0,112,123,"Hornets",0.64,"Loss"
"1733","2019-03-01","Pelicans",0.542,0.625,0.702,"1",1,130,116,"Suns",0.64,"Win"
"1734","2019-03-01","Raptors",0.69,0.752,0.805,"1",1,119,117,"Blazers",0.64,"Win"
"1735","2019-03-01","Suns",0.274,0.352,0.439,"0",0,116,130,"Pelicans",0.64,"Win"
"1736","2019-03-01","Wizards",0.235,0.295,0.362,"0",0,96,107,"Celtics",0.64,"Win"
"1711","2019-02-28","76ers",0.315,0.364,0.417,"0",1,108,104,"Thunder",0.33,"Loss"
"1712","2019-02-28","Cavaliers",0.223,0.29,0.368,"0",1,125,118,"Knicks",0.33,"Loss"
"1713","2019-02-28","Heat",0.226,0.281,0.342,"0",0,118,121,"Rockets",0.33,"Win"
"1714","2019-02-28","Jazz",0.203,0.252,0.309,"0",1,111,104,"Nuggets",0.33,"Loss"
"1715","2019-02-28","Knicks",0.616,0.692,0.759,"1",0,118,125,"Cavaliers",0.33,"Loss"
"1716","2019-02-28","Magic",0.321,0.402,0.49,"0",1,103,96,"Warriors",0.33,"Loss"
"1717","2019-02-28","Nuggets",0.686,0.743,0.793,"1",0,104,111,"Jazz",0.33,"Loss"
"1718","2019-02-28","Pacers",0.674,0.735,0.789,"1",1,122,115,"Timberwolves",0.33,"Win"
"1719","2019-02-28","Rockets",0.65,0.711,0.766,"1",1,121,118,"Heat",0.33,"Win"
"1720","2019-02-28","Thunder",0.576,0.626,0.674,"1",0,104,108,"76ers",0.33,"Loss"
"1721","2019-02-28","Timberwolves",0.208,0.26,0.32,"0",0,115,122,"Pacers",0.33,"Win"
"1722","2019-02-28","Warriors",0.509,0.616,0.713,"1",0,96,103,"Magic",0.33,"Loss"
"1689","2019-02-27","Blazers",0.233,0.296,0.368,"0",1,97,92,"Celtics",0.5,"Loss"
"1690","2019-02-27","Bucks",0.489,0.582,0.669,"1",1,141,140,"Kings",0.5,"Win"
"1691","2019-02-27","Bulls",0.198,0.283,0.387,"0",1,109,107,"Grizzlies",0.5,"Loss"
"1692","2019-02-27","Celtics",0.626,0.698,0.762,"1",0,92,97,"Blazers",0.5,"Loss"
"1693","2019-02-27","Clippers",0.222,0.304,0.399,"0",0,105,111,"Jazz",0.5,"Win"
"1694","2019-02-27","Grizzlies",0.593,0.693,0.778,"1",0,107,109,"Bulls",0.5,"Loss"
"1695","2019-02-27","Hawks",0.319,0.386,0.459,"0",1,131,123,"Timberwolves",0.5,"Loss"
"1696","2019-02-27","Heat",0.34,0.415,0.495,"0",1,126,125,"Warriors",0.5,"Loss"
"1697","2019-02-27","Hornets",0.353,0.422,0.493,"0",0,113,118,"Rockets",0.5,"Win"
"1698","2019-02-27","Jazz",0.585,0.676,0.756,"1",1,111,105,"Clippers",0.5,"Win"
"1699","2019-02-27","Kings",0.302,0.395,0.496,"0",0,140,141,"Bucks",0.5,"Win"
"1700","2019-02-27","Lakers",0.707,0.761,0.807,"1",1,125,119,"Pelicans",0.5,"Win"
"1701","2019-02-27","Mavericks",0.456,0.586,0.705,"1",1,110,101,"Pacers",0.5,"Win"
"1702","2019-02-27","Nets",0.729,0.785,0.831,"1",0,116,125,"Wizards",0.5,"Loss"
"1703","2019-02-27","Pacers",0.535,0.67,0.782,"1",0,101,110,"Mavericks",0.5,"Loss"
"1704","2019-02-27","Pelicans",0.189,0.231,0.28,"0",0,119,125,"Lakers",0.5,"Win"
"1705","2019-02-27","Pistons",0.177,0.232,0.299,"0",0,93,105,"Spurs",0.5,"Win"
"1706","2019-02-27","Rockets",0.498,0.572,0.642,"1",1,118,113,"Hornets",0.5,"Win"
"1707","2019-02-27","Spurs",0.687,0.755,0.812,"1",1,105,93,"Pistons",0.5,"Win"
"1708","2019-02-27","Timberwolves",0.523,0.592,0.658,"1",0,123,131,"Hawks",0.5,"Loss"
"1709","2019-02-27","Warriors",0.501,0.582,0.659,"1",0,125,126,"Heat",0.5,"Loss"
"1710","2019-02-27","Wizards",0.163,0.205,0.256,"0",1,125,116,"Nets",0.5,"Loss"
"1683","2019-02-26","Celtics",0.332,0.389,0.449,"0",0,95,118,"Raptors",0.67,"Win"
"1684","2019-02-26","Knicks",0.325,0.384,0.447,"0",1,108,103,"Magic",0.67,"Loss"
"1685","2019-02-26","Magic",0.552,0.618,0.68,"1",0,103,108,"Knicks",0.67,"Loss"
"1686","2019-02-26","Nuggets",0.628,0.696,0.757,"1",1,121,112,"Thunder",0.67,"Win"
"1687","2019-02-26","Raptors",0.55,0.61,0.667,"1",1,118,95,"Celtics",0.67,"Win"
"1688","2019-02-26","Thunder",0.244,0.305,0.375,"0",0,112,121,"Nuggets",0.67,"Win"
"1661","2019-02-25","76ers",0.571,0.645,0.713,"1",1,111,110,"Pelicans",0.82,"Win"
"1662","2019-02-25","Blazers",0.505,0.574,0.641,"1",1,123,110,"Cavaliers",0.82,"Win"
"1663","2019-02-25","Bucks",0.496,0.56,0.621,"1",1,117,106,"Bulls",0.82,"Win"
"1664","2019-02-25","Bulls",0.371,0.433,0.496,"0",0,106,117,"Bucks",0.82,"Win"
"1665","2019-02-25","Cavaliers",0.358,0.425,0.495,"0",0,110,123,"Blazers",0.82,"Win"
"1666","2019-02-25","Clippers",0.629,0.72,0.795,"1",1,121,112,"Mavericks",0.82,"Win"
"1667","2019-02-25","Grizzlies",0.2,0.269,0.351,"0",1,110,105,"Lakers",0.82,"Loss"
"1668","2019-02-25","Hawks",0.185,0.25,0.328,"0",0,111,119,"Rockets",0.82,"Win"
"1669","2019-02-25","Heat",0.631,0.701,0.762,"1",0,121,124,"Suns",0.82,"Loss"
"1670","2019-02-25","Hornets",0.293,0.381,0.478,"0",0,110,121,"Warriors",0.82,"Win"
"1671","2019-02-25","Kings",0.263,0.384,0.521,"0",0,105,112,"Timberwolves",0.82,"Win"
"1672","2019-02-25","Lakers",0.648,0.724,0.789,"1",0,105,110,"Grizzlies",0.82,"Loss"
"1673","2019-02-25","Mavericks",0.183,0.26,0.354,"0",0,112,121,"Clippers",0.82,"Win"
"1674","2019-02-25","Nets",0.648,0.696,0.74,"1",1,101,85,"Spurs",0.82,"Win"
"1675","2019-02-25","Pacers",0.308,0.357,0.409,"0",0,109,113,"Pistons",0.82,"Win"
"1676","2019-02-25","Pelicans",0.281,0.35,0.427,"0",0,110,111,"76ers",0.82,"Win"
"1677","2019-02-25","Pistons",0.585,0.635,0.682,"1",1,113,109,"Pacers",0.82,"Win"
"1678","2019-02-25","Rockets",0.655,0.731,0.795,"1",1,119,111,"Hawks",0.82,"Win"
"1679","2019-02-25","Spurs",0.248,0.294,0.343,"0",0,85,101,"Nets",0.82,"Win"
"1680","2019-02-25","Suns",0.222,0.286,0.359,"0",1,124,121,"Heat",0.82,"Loss"
"1681","2019-02-25","Timberwolves",0.458,0.589,0.708,"1",1,112,105,"Kings",0.82,"Win"
"1682","2019-02-25","Warriors",0.518,0.638,0.742,"1",1,121,110,"Hornets",0.82,"Win"
"1655","2019-02-24","Clippers",0.229,0.28,0.338,"0",0,96,123,"Nuggets",0.33,"Win"
"1656","2019-02-24","Knicks",0.318,0.393,0.473,"0",1,130,118,"Spurs",0.33,"Loss"
"1657","2019-02-24","Magic",0.276,0.359,0.452,"0",1,113,98,"Raptors",0.33,"Loss"
"1658","2019-02-24","Nuggets",0.661,0.722,0.777,"1",1,123,96,"Clippers",0.33,"Win"
"1659","2019-02-24","Raptors",0.539,0.665,0.772,"1",0,98,113,"Magic",0.33,"Loss"
"1660","2019-02-24","Spurs",0.516,0.631,0.732,"1",0,118,130,"Knicks",0.33,"Loss"
"1631","2019-02-23","76ers",0.652,0.718,0.776,"1",0,115,130,"Blazers",0.42,"Loss"
"1632","2019-02-23","Blazers",0.217,0.272,0.335,"0",1,130,115,"76ers",0.42,"Loss"
"1633","2019-02-23","Bucks",0.65,0.74,0.813,"1",1,140,128,"Timberwolves",0.42,"Win"
"1634","2019-02-23","Bulls",0.257,0.334,0.42,"0",1,126,116,"Celtics",0.42,"Loss"
"1635","2019-02-23","Cavaliers",0.542,0.635,0.719,"1",1,112,107,"Grizzlies",0.42,"Win"
"1636","2019-02-23","Celtics",0.573,0.658,0.734,"1",0,116,126,"Bulls",0.42,"Loss"
"1637","2019-02-23","Grizzlies",0.253,0.34,0.44,"0",0,107,112,"Cavaliers",0.42,"Win"
"1638","2019-02-23","Hawks",0.678,0.744,0.801,"1",1,120,112,"Suns",0.42,"Win"
"1639","2019-02-23","Heat",0.609,0.716,0.803,"1",0,96,119,"Pistons",0.42,"Loss"
"1640","2019-02-23","Hornets",0.552,0.637,0.714,"1",0,115,117,"Nets",0.42,"Loss"
"1641","2019-02-23","Jazz",0.473,0.632,0.767,"1",1,125,109,"Mavericks",0.42,"Win"
"1642","2019-02-23","Kings",0.359,0.429,0.502,"0",1,119,116,"Thunder",0.42,"Loss"
"1643","2019-02-23","Lakers",0.521,0.606,0.684,"1",0,115,128,"Pelicans",0.42,"Loss"
"1644","2019-02-23","Mavericks",0.203,0.339,0.508,"0",0,109,125,"Jazz",0.42,"Win"
"1645","2019-02-23","Nets",0.258,0.339,0.431,"0",1,117,115,"Hornets",0.42,"Loss"
"1646","2019-02-23","Pacers",0.578,0.667,0.746,"1",1,119,112,"Wizards",0.42,"Win"
"1647","2019-02-23","Pelicans",0.313,0.385,0.463,"0",1,128,115,"Lakers",0.42,"Loss"
"1648","2019-02-23","Pistons",0.172,0.259,0.37,"0",1,119,96,"Heat",0.42,"Loss"
"1649","2019-02-23","Rockets",0.23,0.293,0.366,"0",1,118,112,"Warriors",0.42,"Loss"
"1650","2019-02-23","Suns",0.186,0.24,0.304,"0",0,112,120,"Hawks",0.42,"Win"
"1651","2019-02-23","Thunder",0.489,0.553,0.614,"1",0,116,119,"Kings",0.42,"Loss"
"1652","2019-02-23","Timberwolves",0.167,0.24,0.332,"0",0,128,140,"Bucks",0.42,"Win"
"1653","2019-02-23","Warriors",0.625,0.699,0.764,"1",0,112,118,"Rockets",0.42,"Loss"
"1654","2019-02-23","Wizards",0.388,0.492,0.597,"0",0,112,119,"Pacers",0.42,"Win"
"1613","2019-02-22","Bulls",0.192,0.241,0.298,"0",1,110,109,"Magic",0.89,"Loss"
"1614","2019-02-22","Clippers",0.609,0.696,0.77,"1",1,112,106,"Grizzlies",0.89,"Win"
"1615","2019-02-22","Grizzlies",0.212,0.289,0.381,"0",0,106,112,"Clippers",0.89,"Win"
"1616","2019-02-22","Hawks",0.188,0.27,0.372,"0",0,122,125,"Pistons",0.89,"Win"
"1617","2019-02-22","Hornets",0.666,0.72,0.768,"1",1,123,110,"Wizards",0.89,"Win"
"1618","2019-02-22","Jazz",0.159,0.213,0.278,"0",0,147,148,"Thunder",0.89,"Win"
"1619","2019-02-22","Knicks",0.262,0.326,0.397,"0",0,104,115,"Timberwolves",0.89,"Win"
"1620","2019-02-22","Magic",0.701,0.76,0.81,"1",0,109,110,"Bulls",0.89,"Loss"
"1621","2019-02-22","Mavericks",0.264,0.344,0.433,"0",0,104,114,"Nuggets",0.89,"Win"
"1622","2019-02-22","Nuggets",0.563,0.647,0.723,"1",1,114,104,"Mavericks",0.89,"Win"
"1623","2019-02-22","Pacers",0.718,0.772,0.819,"1",1,126,111,"Pelicans",0.89,"Win"
"1624","2019-02-22","Pelicans",0.18,0.226,0.28,"0",0,111,126,"Pacers",0.89,"Win"
"1625","2019-02-22","Pistons",0.62,0.715,0.794,"1",1,125,122,"Hawks",0.89,"Win"
"1626","2019-02-22","Raptors",0.567,0.659,0.741,"1",1,120,117,"Spurs",0.89,"Win"
"1627","2019-02-22","Spurs",0.267,0.347,0.437,"0",0,117,120,"Raptors",0.89,"Win"
"1628","2019-02-22","Thunder",0.725,0.792,0.846,"1",1,148,147,"Jazz",0.89,"Win"
"1629","2019-02-22","Timberwolves",0.602,0.669,0.731,"1",1,115,104,"Knicks",0.89,"Win"
"1630","2019-02-22","Wizards",0.22,0.269,0.324,"0",0,110,123,"Hornets",0.89,"Win"
"1601","2019-02-21","76ers",0.687,0.764,0.827,"1",1,106,102,"Heat",0.83,"Win"
"1602","2019-02-21","Blazers",0.479,0.546,0.611,"1",1,113,99,"Nets",0.83,"Win"
"1603","2019-02-21","Bucks",0.594,0.675,0.747,"1",1,98,97,"Celtics",0.83,"Win"
"1604","2019-02-21","Cavaliers",0.616,0.671,0.721,"1",1,111,98,"Suns",0.83,"Win"
"1605","2019-02-21","Celtics",0.254,0.326,0.407,"0",0,97,98,"Bucks",0.83,"Win"
"1606","2019-02-21","Heat",0.185,0.244,0.314,"0",0,102,106,"76ers",0.83,"Win"
"1607","2019-02-21","Kings",0.271,0.313,0.359,"0",0,123,125,"Warriors",0.83,"Win"
"1608","2019-02-21","Lakers",0.418,0.497,0.575,"0",1,111,106,"Rockets",0.83,"Loss"
"1609","2019-02-21","Nets",0.369,0.438,0.509,"0",0,99,113,"Blazers",0.83,"Win"
"1610","2019-02-21","Rockets",0.423,0.501,0.578,"1",0,106,111,"Lakers",0.83,"Loss"
"1611","2019-02-21","Suns",0.379,0.459,0.541,"0",0,98,111,"Cavaliers",0.83,"Win"
"1612","2019-02-21","Warriors",0.635,0.68,0.721,"1",1,125,123,"Kings",0.83,"Win"
"1595","2019-02-14","Hawks",0.559,0.629,0.694,"1",0,91,106,"Knicks",0.33,"Loss"
"1596","2019-02-14","Hornets",0.312,0.374,0.441,"0",0,89,127,"Magic",0.33,"Win"
"1597","2019-02-14","Knicks",0.305,0.37,0.439,"0",1,106,91,"Hawks",0.33,"Loss"
"1598","2019-02-14","Magic",0.567,0.633,0.694,"1",1,127,89,"Hornets",0.33,"Win"
"1599","2019-02-14","Pelicans",0.237,0.324,0.426,"0",1,131,122,"Thunder",0.33,"Loss"
"1600","2019-02-14","Thunder",0.532,0.741,0.878,"1",0,122,131,"Pelicans",0.33,"Loss"
"1573","2019-02-13","76ers",0.584,0.677,0.758,"1",1,126,111,"Knicks",0.68,"Win"
"1574","2019-02-13","Blazers",0.252,0.326,0.411,"0",1,129,107,"Warriors",0.68,"Loss"
"1575","2019-02-13","Bucks",0.468,0.552,0.634,"1",1,106,97,"Pacers",0.68,"Win"
"1576","2019-02-13","Bulls",0.542,0.638,0.724,"1",1,122,110,"Grizzlies",0.68,"Win"
"1577","2019-02-13","Cavaliers",0.308,0.365,0.425,"0",0,139,148,"Nets",0.68,"Win"
"1578","2019-02-13","Celtics",0.705,0.755,0.8,"1",1,118,110,"Pistons",0.68,"Win"
"1579","2019-02-13","Clippers",0.641,0.744,0.825,"1",1,134,107,"Suns",0.68,"Win"
"1580","2019-02-13","Grizzlies",0.474,0.591,0.698,"1",0,110,122,"Bulls",0.68,"Loss"
"1581","2019-02-13","Heat",0.151,0.225,0.322,"0",1,112,101,"Mavericks",0.68,"Loss"
"1582","2019-02-13","Kings",0.195,0.242,0.296,"0",0,118,120,"Nuggets",0.68,"Win"
"1583","2019-02-13","Knicks",0.261,0.339,0.427,"0",0,111,126,"76ers",0.68,"Win"
"1584","2019-02-13","Mavericks",0.667,0.76,0.834,"1",0,101,112,"Heat",0.68,"Loss"
"1585","2019-02-13","Nets",0.573,0.633,0.689,"1",1,148,139,"Cavaliers",0.68,"Win"
"1586","2019-02-13","Nuggets",0.703,0.758,0.805,"1",1,120,118,"Kings",0.68,"Win"
"1587","2019-02-13","Pacers",0.38,0.459,0.54,"0",0,97,106,"Bucks",0.68,"Win"
"1588","2019-02-13","Pistons",0.196,0.241,0.292,"0",0,110,118,"Celtics",0.68,"Win"
"1589","2019-02-13","Raptors",0.677,0.745,0.803,"1",1,129,120,"Wizards",0.68,"Win"
"1590","2019-02-13","Rockets",0.616,0.716,0.799,"1",0,111,121,"Timberwolves",0.68,"Loss"
"1591","2019-02-13","Suns",0.155,0.237,0.346,"0",0,107,134,"Clippers",0.68,"Win"
"1592","2019-02-13","Timberwolves",0.187,0.271,0.374,"0",1,121,111,"Rockets",0.68,"Loss"
"1593","2019-02-13","Warriors",0.579,0.66,0.732,"1",0,107,129,"Blazers",0.68,"Loss"
"1594","2019-02-13","Wizards",0.203,0.26,0.325,"0",0,120,129,"Raptors",0.68,"Win"
"1563","2019-02-12","76ers",0.651,0.784,0.876,"1",0,109,112,"Celtics",0.4,"Loss"
"1564","2019-02-12","Celtics",0.207,0.273,0.351,"0",1,112,109,"76ers",0.4,"Loss"
"1565","2019-02-12","Grizzlies",0.275,0.337,0.405,"0",0,107,108,"Spurs",0.4,"Win"
"1566","2019-02-12","Hawks",0.26,0.338,0.426,"0",1,117,113,"Lakers",0.4,"Loss"
"1567","2019-02-12","Jazz",0.169,0.221,0.284,"0",0,108,115,"Warriors",0.4,"Win"
"1568","2019-02-12","Lakers",0.562,0.73,0.851,"1",0,113,117,"Hawks",0.4,"Loss"
"1569","2019-02-12","Magic",0.353,0.414,0.478,"0",1,118,88,"Pelicans",0.4,"Loss"
"1570","2019-02-12","Pelicans",0.514,0.574,0.632,"1",0,88,118,"Magic",0.4,"Loss"
"1571","2019-02-12","Spurs",0.603,0.674,0.738,"1",1,108,107,"Grizzlies",0.4,"Win"
"1572","2019-02-12","Warriors",0.699,0.826,0.906,"1",1,115,108,"Jazz",0.4,"Win"
"1545","2019-02-11","Blazers",0.219,0.27,0.328,"0",0,111,120,"Thunder",1,"Win"
"1546","2019-02-11","Bucks",0.648,0.744,0.821,"1",1,112,99,"Bulls",1,"Win"
"1547","2019-02-11","Bulls",0.215,0.279,0.354,"0",0,99,112,"Bucks",1,"Win"
"1548","2019-02-11","Cavaliers",0.627,0.706,0.775,"1",1,107,104,"Knicks",1,"Win"
"1549","2019-02-11","Clippers",0.279,0.389,0.512,"0",0,120,130,"Timberwolves",1,"Win"
"1550","2019-02-11","Heat",0.237,0.28,0.329,"0",0,87,103,"Nuggets",1,"Win"
"1551","2019-02-11","Hornets",0.195,0.249,0.313,"0",0,90,99,"Pacers",1,"Win"
"1552","2019-02-11","Knicks",0.367,0.481,0.598,"0",0,104,107,"Cavaliers",1,"Win"
"1553","2019-02-11","Mavericks",0.241,0.314,0.396,"0",0,104,120,"Rockets",1,"Win"
"1554","2019-02-11","Nets",0.222,0.275,0.335,"0",0,125,127,"Raptors",1,"Win"
"1555","2019-02-11","Nuggets",0.668,0.734,0.791,"1",1,103,87,"Heat",1,"Win"
"1556","2019-02-11","Pacers",0.69,0.768,0.832,"1",1,99,90,"Hornets",1,"Win"
